id,whole_body_count,whole_body_max_score,throat_count,throat_max_score,throat_portrait_count,throat_portrait_max_score,detections_json,is_target_region
21300608084,1,0.9038498401641846,1,0.9252923727035522,1,0.9399214386940002,"[{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.9399214386940002,""bbox_xyxy"":[234.1024932861328,125.98286437988281,517.7512817382812,520.7289428710938]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.9252923727035522,""bbox_xyxy"":[227.994384765625,126.8619155883789,521.77392578125,526.7615356445312]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9038498401641846,""bbox_xyxy"":[120.1669921875,50.30434799194336,1024.0,576.1301879882812]}]",0
21305686444,2,0.6720373034477234,0,,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.6720373034477234,""bbox_xyxy"":[700.4337158203125,326.1422119140625,1994.0,1304.9930419921875]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.06391806900501251,""bbox_xyxy"":[92.99410247802734,326.38580322265625,827.479736328125,1011.0906372070312]}]",0
21323568694,1,0.8219113349914551,1,0.9373087882995605,0,,"[{""class_id"":1,""class_name"":""throat"",""confidence"":0.9373087882995605,""bbox_xyxy"":[1136.6148681640625,1496.3768310546875,1766.1378173828125,2074.876708984375]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.8219113349914551,""bbox_xyxy"":[864.2361450195312,909.4219360351562,3945.610107421875,2245.433349609375]}]",0
21351376632,3,0.0415131114423275,2,0.012093535624444485,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.0415131114423275,""bbox_xyxy"":[1002.1134643554688,319.6650390625,1023.9767456054688,419.67144775390625]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.03236906975507736,""bbox_xyxy"":[995.5642700195312,258.6827392578125,1024.0,424.4170837402344]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.020431846380233765,""bbox_xyxy"":[999.8040161132812,293.099365234375,1024.0,419.2455749511719]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.012093535624444485,""bbox_xyxy"":[229.3080596923828,378.4096374511719,272.7707214355469,413.7708435058594]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.01018071360886097,""bbox_xyxy"":[228.1226043701172,375.9518737792969,265.29107666015625,411.6953125]}]",0
21456697512,1,0.9511150121688843,1,0.9380590319633484,1,0.9139672517776489,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9511150121688843,""bbox_xyxy"":[330.8511047363281,193.83738708496094,542.3806762695312,472.6760559082031]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.9380590319633484,""bbox_xyxy"":[353.8304443359375,248.37570190429688,478.8128356933594,457.0902099609375]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.9139672517776489,""bbox_xyxy"":[353.9991149902344,247.35707092285156,479.13623046875,456.5575256347656]}]",0
21467687675,1,0.9467370510101318,1,0.9451619386672974,1,0.9319401979446411,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9467370510101318,""bbox_xyxy"":[53.88955307006836,156.7128143310547,861.2677612304688,582.1090698242188]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.9451619386672974,""bbox_xyxy"":[719.6743774414062,226.87535095214844,820.3263549804688,392.31005859375]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.9319401979446411,""bbox_xyxy"":[720.1005249023438,226.61819458007812,819.1229858398438,390.8670349121094]}]",0
21486881840,1,0.9384024143218994,6,0.6594011187553406,3,0.20713873207569122,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9384024143218994,""bbox_xyxy"":[146.0269012451172,20.283863067626953,958.4685668945312,764.0]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.6594011187553406,""bbox_xyxy"":[244.6821746826172,344.1510925292969,850.2894897460938,764.0]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.20713873207569122,""bbox_xyxy"":[254.84678649902344,322.2956848144531,838.1228637695312,760.0022583007812]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.15841448307037354,""bbox_xyxy"":[239.187744140625,348.61419677734375,877.1064453125,764.0]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.090361587703228,""bbox_xyxy"":[320.1325378417969,347.9897155761719,806.4913940429688,755.5702514648438]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.08977764844894409,""bbox_xyxy"":[378.59619140625,353.2486877441406,807.3068237304688,755.8056030273438]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.025193465873599052,""bbox_xyxy"":[246.39834594726562,310.635498046875,842.9357299804688,760.0053100585938]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.0245612021535635,""bbox_xyxy"":[236.2218780517578,334.6144714355469,878.1885986328125,763.5205078125]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.019549256190657616,""bbox_xyxy"":[253.41592407226562,345.5948791503906,819.6904296875,758.3665771484375]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.010578061453998089,""bbox_xyxy"":[303.8421936035156,357.74908447265625,795.7210083007812,757.37158203125]}]",0
2152728678,1,0.019503461197018623,1,0.010864311829209328,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.019503461197018623,""bbox_xyxy"":[0.0,0.0,1024.0,613.0798950195312]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.010864311829209328,""bbox_xyxy"":[7.512988567352295,0.0,687.66162109375,747.9205932617188]}]",0
21646887260,0,,2,0.11784681677818298,0,,"[{""class_id"":1,""class_name"":""throat"",""confidence"":0.11784681677818298,""bbox_xyxy"":[482.7359313964844,317.7448425292969,562.2761840820312,378.8076171875]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.025780143216252327,""bbox_xyxy"":[484.16119384765625,317.8256530761719,561.6334838867188,378.30267333984375]}]",0
21646911900,1,0.9351770281791687,2,0.41180452704429626,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9351770281791687,""bbox_xyxy"":[245.4373016357422,202.28726196289062,444.84375,383.9219055175781]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.41180452704429626,""bbox_xyxy"":[274.2261047363281,254.95458984375,422.775146484375,363.02520751953125]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.11052659898996353,""bbox_xyxy"":[274.27716064453125,254.6415557861328,415.7958068847656,361.5316162109375]}]",0
21646916610,1,0.9217639565467834,1,0.49597761034965515,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9217639565467834,""bbox_xyxy"":[208.2414093017578,114.35260009765625,462.68292236328125,349.8295593261719]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.49597761034965515,""bbox_xyxy"":[248.0298309326172,200.5142059326172,397.95556640625,325.4793395996094]}]",0
21646939380,0,,0,,0,,[],0
21647084688,1,0.9298970699310303,1,0.8672211766242981,1,0.010972930118441582,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9298970699310303,""bbox_xyxy"":[202.93800354003906,190.99221801757812,386.36639404296875,361.916748046875]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.8672211766242981,""bbox_xyxy"":[222.39642333984375,235.34056091308594,357.4677734375,347.4444580078125]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.010972930118441582,""bbox_xyxy"":[222.6096649169922,236.00875854492188,358.599365234375,347.3931884765625]}]",0
21648154249,0,,0,,0,,[],0
21648764176,1,0.9011932015419006,2,0.13596715033054352,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9011932015419006,""bbox_xyxy"":[422.9970703125,446.4447937011719,3856.411865234375,1907.8046875]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.13596715033054352,""bbox_xyxy"":[1168.3853759765625,780.8165893554688,1665.606689453125,1577.129638671875]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.05618896707892418,""bbox_xyxy"":[1168.5242919921875,782.2154541015625,1677.9410400390625,1585.5562744140625]}]",0
21726917075,1,0.8406263589859009,2,0.1540364921092987,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.8406263589859009,""bbox_xyxy"":[231.88763427734375,193.2412109375,608.6845703125,475.6891174316406]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.1540364921092987,""bbox_xyxy"":[388.447265625,279.2801818847656,553.8673706054688,453.28271484375]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.02697022445499897,""bbox_xyxy"":[363.9165954589844,279.7805480957031,554.83251953125,454.8890380859375]}]",0
21726917345,3,0.11885296553373337,1,0.02183764986693859,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.11885296553373337,""bbox_xyxy"":[0.0,178.39849853515625,964.9227294921875,555.7474365234375]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.029301252216100693,""bbox_xyxy"":[342.7630615234375,178.56826782226562,1016.8807373046875,558.8209838867188]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.02183764986693859,""bbox_xyxy"":[441.6825256347656,310.3498229980469,691.5936279296875,507.8940124511719]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.01935518905520439,""bbox_xyxy"":[328.0371398925781,177.12049865722656,1011.03173828125,569.6690063476562]}]",0
21735518928,2,0.9316834807395935,1,0.8618922233581543,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9316834807395935,""bbox_xyxy"":[175.328125,99.5059585571289,945.9474487304688,513.9537963867188]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.8618922233581543,""bbox_xyxy"":[320.3802795410156,314.0090637207031,559.7884521484375,458.46759033203125]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.02294877916574478,""bbox_xyxy"":[941.3526000976562,117.77111053466797,1023.0,500.6589050292969]}]",0
21741446129,1,0.9099208116531372,1,0.9415026903152466,1,0.9120337963104248,"[{""class_id"":1,""class_name"":""throat"",""confidence"":0.9415026903152466,""bbox_xyxy"":[944.2224731445312,717.0360717773438,1453.4820556640625,1623.1302490234375]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.9120337963104248,""bbox_xyxy"":[943.3145141601562,721.000732421875,1454.4483642578125,1631.7503662109375]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9099208116531372,""bbox_xyxy"":[804.2006225585938,436.6056823730469,1929.4739990234375,2047.122314453125]}]",0
2180019006,1,0.7841525673866272,1,0.8054401874542236,1,0.09396661072969437,"[{""class_id"":1,""class_name"":""throat"",""confidence"":0.8054401874542236,""bbox_xyxy"":[250.70982360839844,307.23370361328125,462.56085205078125,478.0776062011719]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.7841525673866272,""bbox_xyxy"":[208.5876007080078,222.4310760498047,567.1608276367188,909.0933837890625]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.09396661072969437,""bbox_xyxy"":[247.74560546875,307.9600524902344,463.43438720703125,479.9725646972656]}]",0
2181319095,0,,0,,0,,[],0
2181327147,0,,0,,0,,[],0
2181328699,3,0.30031445622444153,1,0.870484471321106,3,0.35068953037261963,"[{""class_id"":1,""class_name"":""throat"",""confidence"":0.870484471321106,""bbox_xyxy"":[496.4176330566406,331.4684753417969,541.0609741210938,386.2469177246094]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.35068953037261963,""bbox_xyxy"":[499.16534423828125,329.9634704589844,541.1017456054688,385.6860656738281]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.30031445622444153,""bbox_xyxy"":[476.14556884765625,308.5824890136719,558.9609375,401.095703125]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.1856076866388321,""bbox_xyxy"":[410.4577331542969,309.0478820800781,562.0587768554688,404.3212890625]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.11586152762174606,""bbox_xyxy"":[494.880126953125,332.06121826171875,541.4876708984375,383.9443054199219]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.046728748828172684,""bbox_xyxy"":[423.82550048828125,308.8344421386719,559.5254516601562,408.77374267578125]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.01898747682571411,""bbox_xyxy"":[500.45147705078125,328.45013427734375,542.875732421875,384.75738525390625]}]",0
2182117932,1,0.02781529165804386,1,0.06635304540395737,0,,"[{""class_id"":1,""class_name"":""throat"",""confidence"":0.06635304540395737,""bbox_xyxy"":[507.9743347167969,357.7673034667969,623.9144897460938,464.84454345703125]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.02781529165804386,""bbox_xyxy"":[352.0399475097656,216.0773468017578,655.412109375,469.5791931152344]}]",0
21836489414,1,0.027288231998682022,3,0.08287363499403,0,,"[{""class_id"":1,""class_name"":""throat"",""confidence"":0.08287363499403,""bbox_xyxy"":[1923.7781982421875,1392.106201171875,3035.04150390625,2460.1982421875]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.053585633635520935,""bbox_xyxy"":[2093.179443359375,1383.2452392578125,3005.9228515625,1917.1005859375]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.027288231998682022,""bbox_xyxy"":[18.31702995300293,679.3634033203125,3547.431396484375,2297.677490234375]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.011201762594282627,""bbox_xyxy"":[1963.92529296875,1380.2620849609375,3047.7099609375,2446.478271484375]}]",0
21839676123,1,0.7848386764526367,1,0.8617314100265503,0,,"[{""class_id"":1,""class_name"":""throat"",""confidence"":0.8617314100265503,""bbox_xyxy"":[912.0029296875,443.0397033691406,1276.3250732421875,671.1990966796875]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.7848386764526367,""bbox_xyxy"":[546.6830444335938,269.2476806640625,1332.818115234375,734.3419189453125]}]",0
21900674243,1,0.9472219347953796,1,0.933402955532074,1,0.9478081464767456,"[{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.9478081464767456,""bbox_xyxy"":[441.7562561035156,209.0394744873047,682.9224243164062,513.5018920898438]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9472219347953796,""bbox_xyxy"":[382.34405517578125,75.14251708984375,749.5819091796875,538.3041381835938]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.933402955532074,""bbox_xyxy"":[439.8410339355469,207.8076629638672,685.4034423828125,510.9540710449219]}]",0
21900893522,1,0.948862612247467,1,0.8181459903717041,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.948862612247467,""bbox_xyxy"":[386.60205078125,275.67584228515625,1433.9072265625,1011.9523315429688]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.8181459903717041,""bbox_xyxy"":[719.3557739257812,697.118896484375,1196.39111328125,970.8839111328125]}]",0
21908151950,1,0.9615179896354675,1,0.8813284039497375,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9615179896354675,""bbox_xyxy"":[159.429443359375,73.16455078125,654.1163940429688,548.2360229492188]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.8813284039497375,""bbox_xyxy"":[254.894775390625,259.2315673828125,547.7026977539062,507.2201232910156]}]",0
2193853455,0,,0,,0,,[],0
22040917265,1,0.9567546844482422,2,0.6236864924430847,2,0.5008502006530762,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9567546844482422,""bbox_xyxy"":[181.78768920898438,245.42529296875,572.1195068359375,438.37939453125]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.6236864924430847,""bbox_xyxy"":[204.46078491210938,284.15447998046875,268.7239074707031,382.50299072265625]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.5008502006530762,""bbox_xyxy"":[206.60174560546875,284.11822509765625,267.2820739746094,383.1722412109375]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.359567254781723,""bbox_xyxy"":[204.49864196777344,284.0176696777344,269.7379150390625,385.23175048828125]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.015393096022307873,""bbox_xyxy"":[758.80078125,358.73480224609375,800.0013427734375,416.4559326171875]}]",0
22178623859,1,0.925147533416748,1,0.9184233546257019,1,0.08671975135803223,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.925147533416748,""bbox_xyxy"":[238.3828125,149.0879669189453,792.9161376953125,593.5150756835938]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.9184233546257019,""bbox_xyxy"":[434.3202819824219,329.14874267578125,720.0628051757812,557.9989624023438]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.08671975135803223,""bbox_xyxy"":[438.92755126953125,332.58770751953125,719.8527221679688,562.6578979492188]}]",0
22274020659,1,0.795119047164917,4,0.9164036512374878,2,0.8822436332702637,"[{""class_id"":1,""class_name"":""throat"",""confidence"":0.9164036512374878,""bbox_xyxy"":[847.5396118164062,805.13330078125,1119.702880859375,1205.8104248046875]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.8822436332702637,""bbox_xyxy"":[846.3336791992188,807.0824584960938,1119.417236328125,1206.6016845703125]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.795119047164917,""bbox_xyxy"":[295.8448181152344,534.4436645507812,1201.376953125,1528.3175048828125]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.7727283835411072,""bbox_xyxy"":[123.03134155273438,1301.7994384765625,458.36627197265625,1504.02734375]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.10313538461923599,""bbox_xyxy"":[450.6814270019531,1907.79736328125,501.3756103515625,1956.300048828125]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.039771053940057755,""bbox_xyxy"":[845.5892944335938,0.3676716387271881,993.2335815429688,92.76981353759766]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.012967065908014774,""bbox_xyxy"":[851.6801147460938,1.182325005531311,983.062255859375,95.66920471191406]}]",0
22313435416,1,0.9351893067359924,3,0.15869124233722687,1,0.03365975618362427,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9351893067359924,""bbox_xyxy"":[40.18049621582031,178.70697021484375,884.91357421875,1078.8609619140625]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.15869124233722687,""bbox_xyxy"":[178.54348754882812,308.1384582519531,481.4715270996094,875.4798583984375]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.14444105327129364,""bbox_xyxy"":[239.16542053222656,304.355712890625,492.16455078125,851.5471801757812]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.12432052195072174,""bbox_xyxy"":[114.86035919189453,308.87957763671875,487.1485290527344,880.8968505859375]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.03365975618362427,""bbox_xyxy"":[214.49832153320312,306.7187194824219,492.7127380371094,872.6771240234375]}]",0
22335039539,1,0.9637253880500793,1,0.9564318060874939,2,0.16334576904773712,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9637253880500793,""bbox_xyxy"":[553.5150756835938,202.44387817382812,754.9068603515625,469.1893005371094]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.9564318060874939,""bbox_xyxy"":[608.2713623046875,258.9304504394531,730.788330078125,451.1280822753906]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.16334576904773712,""bbox_xyxy"":[606.5196533203125,259.2847595214844,728.6491088867188,451.3079528808594]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.1395149976015091,""bbox_xyxy"":[607.466064453125,259.9199523925781,729.6419067382812,451.99444580078125]}]",0
22339483835,1,0.940102219581604,1,0.944681704044342,1,0.9651308059692383,"[{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.9651308059692383,""bbox_xyxy"":[411.3067932128906,120.54547882080078,626.0926513671875,559.0746459960938]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.944681704044342,""bbox_xyxy"":[412.2104797363281,118.827392578125,623.7095947265625,556.5339965820312]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.940102219581604,""bbox_xyxy"":[210.44235229492188,68.49249267578125,1128.031005859375,720.3265991210938]}]",0
22352404972,1,0.3422262370586395,4,0.15865986049175262,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.3422262370586395,""bbox_xyxy"":[56.97685623168945,88.821533203125,863.62109375,559.0947265625]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.15865986049175262,""bbox_xyxy"":[436.95538330078125,288.4305725097656,808.7406616210938,503.5979919433594]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.14510560035705566,""bbox_xyxy"":[472.7106628417969,283.4146423339844,806.7868041992188,502.8866271972656]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.041370682418346405,""bbox_xyxy"":[484.492919921875,282.84735107421875,809.35888671875,497.6009826660156]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.014379761181771755,""bbox_xyxy"":[324.1254577636719,318.4334411621094,604.3896484375,509.98779296875]}]",0
2235295016,2,0.022914864122867584,0,,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.022914864122867584,""bbox_xyxy"":[0.5202217102050781,31.126800537109375,96.15544891357422,411.0]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.013408035039901733,""bbox_xyxy"":[0.3599052429199219,23.290435791015625,101.46261596679688,411.0]}]",1
22372769955,1,0.8992117643356323,1,0.9050464034080505,1,0.9528538584709167,"[{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.9528538584709167,""bbox_xyxy"":[206.16136169433594,174.26834106445312,491.7297058105469,505.2831115722656]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.9050464034080505,""bbox_xyxy"":[207.1571502685547,171.0872039794922,491.3978576660156,507.1947937011719]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.8992117643356323,""bbox_xyxy"":[125.2393798828125,74.8774642944336,552.2462158203125,601.310546875]}]",0
22403266023,1,0.029525069519877434,0,,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.029525069519877434,""bbox_xyxy"":[557.0341186523438,166.75547790527344,742.67236328125,255.78489685058594]}]",0
22416875621,2,0.7947480082511902,2,0.8826693296432495,1,0.8850813508033752,"[{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.8850813508033752,""bbox_xyxy"":[334.5406494140625,212.935791015625,553.6469116210938,562.7504272460938]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.8826693296432495,""bbox_xyxy"":[348.37164306640625,214.6334991455078,553.9840698242188,559.554931640625]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.7947480082511902,""bbox_xyxy"":[285.74029541015625,143.16055297851562,732.2914428710938,712.6934814453125]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.6553780436515808,""bbox_xyxy"":[286.83953857421875,142.333251953125,736.7435302734375,701.7973022460938]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.1454235315322876,""bbox_xyxy"":[333.71807861328125,212.20469665527344,555.3453979492188,568.0092163085938]}]",0
2243534047,1,0.49432602524757385,1,0.7629831433296204,0,,"[{""class_id"":1,""class_name"":""throat"",""confidence"":0.7629831433296204,""bbox_xyxy"":[1224.171630859375,983.5206298828125,1825.701171875,1682.781494140625]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.49432602524757385,""bbox_xyxy"":[969.6839599609375,102.93782043457031,2465.655029296875,1840.5904541015625]}]",0
22459848535,1,0.634421706199646,1,0.7101103067398071,0,,"[{""class_id"":1,""class_name"":""throat"",""confidence"":0.7101103067398071,""bbox_xyxy"":[2218.952880859375,1611.5858154296875,2691.43115234375,2197.11669921875]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.634421706199646,""bbox_xyxy"":[2105.14453125,1368.9371337890625,3021.107666015625,2304.567138671875]}]",0
22547241674,2,0.5003829002380371,1,0.7839259505271912,3,0.13079236447811127,"[{""class_id"":1,""class_name"":""throat"",""confidence"":0.7839259505271912,""bbox_xyxy"":[2061.158935546875,1578.1541748046875,2203.954345703125,1730.5980224609375]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.5003829002380371,""bbox_xyxy"":[2005.115478515625,1517.3883056640625,2249.9453125,1748.6622314453125]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.13079236447811127,""bbox_xyxy"":[2069.37646484375,1582.054443359375,2207.435546875,1728.90576171875]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.10982152074575424,""bbox_xyxy"":[2063.5029296875,1578.981689453125,2206.787109375,1731.009521484375]},{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.05349089950323105,""bbox_xyxy"":[2007.5147705078125,1520.158447265625,2252.246826171875,1745.6669921875]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.032989658415317535,""bbox_xyxy"":[2058.006103515625,1577.4267578125,2192.376953125,1727.9696044921875]}]",0
22629066154,1,0.7113061547279358,0,,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.7113061547279358,""bbox_xyxy"":[839.1498413085938,384.16033935546875,1304.8470458984375,788.5099487304688]}]",0
22630430213,1,0.8981099128723145,2,0.5592974424362183,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.8981099128723145,""bbox_xyxy"":[8.031646728515625,15.309234619140625,395.1982421875,432.8025817871094]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.5592974424362183,""bbox_xyxy"":[136.77305603027344,112.59593200683594,296.7816467285156,378.2507629394531]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.021312693133950233,""bbox_xyxy"":[16.063804626464844,609.75,144.28860473632812,640.0]}]",0
22676023914,1,0.9467370510101318,1,0.9451619386672974,1,0.9319401979446411,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9467370510101318,""bbox_xyxy"":[53.88955307006836,156.7128143310547,861.2677612304688,582.1090698242188]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.9451619386672974,""bbox_xyxy"":[719.6743774414062,226.87535095214844,820.3263549804688,392.31005859375]},{""class_id"":2,""class_name"":""throat_portrait"",""confidence"":0.9319401979446411,""bbox_xyxy"":[720.1005249023438,226.61819458007812,819.1229858398438,390.8670349121094]}]",0
22693164276,1,0.9162417054176331,3,0.1473587304353714,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9162417054176331,""bbox_xyxy"":[101.99077606201172,49.11587142944336,881.0289306640625,576.2052001953125]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.1473587304353714,""bbox_xyxy"":[178.72349548339844,305.0047302246094,390.2875671386719,569.2639770507812]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.017391938716173172,""bbox_xyxy"":[180.7998504638672,329.7151184082031,380.9111022949219,569.8173217773438]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.012452919036149979,""bbox_xyxy"":[195.41575622558594,412.937255859375,364.9549255371094,568.3995361328125]}]",0
22707874848,1,0.9429388046264648,1,0.8005484938621521,0,,"[{""class_id"":0,""class_name"":""whole_body"",""confidence"":0.9429388046264648,""bbox_xyxy"":[749.4895629882812,251.3278350830078,2500.950927734375,1358.1129150390625]},{""class_id"":1,""class_name"":""throat"",""confidence"":0.8005484938621521,""bbox_xyxy"":[1177.9150390625,694.202880859375,1695.4920654296875,1109.47705078125]}]",0
