source,encounter_id,photo_id,image_path,image_url,page_url,observed_at,observer,latitude,longitude,location_source,locality,license,quality_grade
inat,inat_189122935,331210469,data/sources/inat/images/189122935/331210469.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/331210469/original.jpg,https://www.inaturalist.org/observations/189122935,2016-09-17T16:07:00-04:00,Royle Safaris,-17.3638968713,-56.6974128413,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_189122935,331210473,data/sources/inat/images/189122935/331210473.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/331210473/original.jpg,https://www.inaturalist.org/observations/189122935,2016-09-17T16:07:00-04:00,Royle Safaris,-17.3638968713,-56.6974128413,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_189122939,331210474,data/sources/inat/images/189122939/331210474.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/331210474/original.jpg,https://www.inaturalist.org/observations/189122939,2015-09-07T16:07:00-04:00,Royle Safaris,-17.2421224198,-56.7095270686,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_189122945,331210480,data/sources/inat/images/189122945/331210480.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/331210480/original.jpg,https://www.inaturalist.org/observations/189122945,2017-10-02T16:07:00-04:00,Royle Safaris,-17.2943509549,-56.6383583067,inat,Brazil,cc-by-nc,research
inat,inat_189122953,331210484,data/sources/inat/images/189122953/331210484.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/331210484/original.jpg,https://www.inaturalist.org/observations/189122953,2018-09-05T16:07:00-04:00,Royle Safaris,-17.2792133729,-56.6640225284,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_189122989,331210486,data/sources/inat/images/189122989/331210486.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/331210486/original.jpg,https://www.inaturalist.org/observations/189122989,2018-09-13T16:07:00-04:00,Royle Safaris,-17.3955569034,-56.6944589325,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_189122993,331210492,data/sources/inat/images/189122993/331210492.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/331210492/original.jpg,https://www.inaturalist.org/observations/189122993,2014-09-18T16:07:00-04:00,Royle Safaris,-17.2373712165,-56.6513143716,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_189122996,331210495,data/sources/inat/images/189122996/331210495.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/331210495/original.jpg,https://www.inaturalist.org/observations/189122996,2016-09-13T16:07:00-04:00,Royle Safaris,-17.2127736013,-56.6470691208,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_189122999,331210497,data/sources/inat/images/189122999/331210497.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/331210497/original.jpg,https://www.inaturalist.org/observations/189122999,2018-10-01T16:07:00-04:00,Royle Safaris,-17.2276500672,-56.6335570609,inat,Brazil,cc-by-nc,research
inat,inat_189123005,331210503,data/sources/inat/images/189123005/331210503.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/331210503/original.jpg,https://www.inaturalist.org/observations/189123005,2017-09-21T16:07:00-04:00,Royle Safaris,-17.2910187391,-56.7110068122,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_189409030,331796718,data/sources/inat/images/189409030/331796718.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/331796718/original.jpeg,https://www.inaturalist.org/observations/189409030,2023-10-28T16:07:27-04:00,taniousha,-17.3853184213,-56.7052748372,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_190354176,333672035,data/sources/inat/images/190354176/333672035.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/333672035/original.jpg,https://www.inaturalist.org/observations/190354176,2023-09-07T16:11:00-05:00,Jackie Riley,-12.087800643,-69.6112885635,inat,"Tambopata, PE-MD, PE",cc-by-nc,research
inat,inat_190523746,334017236,data/sources/inat/images/190523746/334017236.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/334017236/original.jpg,https://www.inaturalist.org/observations/190523746,2023-11-09T16:29:32-05:00,darinward,33.6652851756,-84.3091228214,inat,"Fulton County, US-GA, US",cc-by-nc,casual
inat,inat_190559443,334092236,data/sources/inat/images/190559443/334092236.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/334092236/original.jpeg,https://www.inaturalist.org/observations/190559443,2015-09-12T21:38:00-04:00,guyrufray,-17.2138232798,-56.6920884147,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_190559443,334092462,data/sources/inat/images/190559443/334092462.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/334092462/original.jpeg,https://www.inaturalist.org/observations/190559443,2015-09-12T21:38:00-04:00,guyrufray,-17.2138232798,-56.6920884147,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_190559443,334092461,data/sources/inat/images/190559443/334092461.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/334092461/original.jpeg,https://www.inaturalist.org/observations/190559443,2015-09-12T21:38:00-04:00,guyrufray,-17.2138232798,-56.6920884147,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_190837973,334638573,data/sources/inat/images/190837973/334638573.jpg,https://static.inaturalist.org/photos/334638573/original.jpg,https://www.inaturalist.org/observations/190837973,2023-11-10T12:14:49-05:00,Aidan Colligan,-5.6358550245,-74.0544502151,inat,"Requena, PE-LO, PE",,research
inat,inat_190837973,334638620,data/sources/inat/images/190837973/334638620.jpg,https://static.inaturalist.org/photos/334638620/original.jpg,https://www.inaturalist.org/observations/190837973,2023-11-10T12:14:49-05:00,Aidan Colligan,-5.6358550245,-74.0544502151,inat,"Requena, PE-LO, PE",,research
inat,inat_190837973,334638666,data/sources/inat/images/190837973/334638666.jpg,https://static.inaturalist.org/photos/334638666/original.jpg,https://www.inaturalist.org/observations/190837973,2023-11-10T12:14:49-05:00,Aidan Colligan,-5.6358550245,-74.0544502151,inat,"Requena, PE-LO, PE",,research
inat,inat_191029280,335017462,data/sources/inat/images/191029280/335017462.jpg,https://static.inaturalist.org/photos/335017462/original.jpg,https://www.inaturalist.org/observations/191029280,2006-09-03T20:51:00-05:00,Jeffrey Offermann,-12.9274658071,-69.5858876239,inat,"Tambopata, PE-MD, PE",,research
inat,inat_191297719,335554302,data/sources/inat/images/191297719/335554302.jpeg,https://static.inaturalist.org/photos/335554302/original.jpeg,https://www.inaturalist.org/observations/191297719,2018-09-11T22:06:00-04:00,Paula Ojeda,-19.4010702881,-57.0656960306,inat,"Corumbá, BR-MS, BR",,research
inat,inat_191332561,335628970,data/sources/inat/images/191332561/335628970.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/335628970/original.jpeg,https://www.inaturalist.org/observations/191332561,2023-10-17T13:18:00-04:00,dudleyheins,-16.2935996824,-56.718073099,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_191530744,336024603,data/sources/inat/images/191530744/336024603.jpeg,https://static.inaturalist.org/photos/336024603/original.jpeg,https://www.inaturalist.org/observations/191530744,2023-11-19T16:31:05-04:00,Gean Carriel,-11.0748692687,-58.5794091278,inat,"Mato Grosso, BR",,research
inat,inat_191540252,336044777,data/sources/inat/images/191540252/336044777.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/336044777/original.jpg,https://www.inaturalist.org/observations/191540252,2023-09-02T16:06:00-05:00,John Christensen,-12.1694371387,-69.7369938554,inat,"Tambopata, PE-MD, PE",cc-by-nc,research
inat,inat_191590538,336131884,data/sources/inat/images/191590538/336131884.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/336131884/original.jpg,https://www.inaturalist.org/observations/191590538,2012-02-04T10:18:00-05:00,Alan Dahl,-0.5282628099,-76.5586062904,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_191590557,336131942,data/sources/inat/images/191590557/336131942.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/336131942/original.jpg,https://www.inaturalist.org/observations/191590557,2012-02-04T12:59:00-05:00,Alan Dahl,-0.4132665305,-76.4213721464,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_191590557,336131947,data/sources/inat/images/191590557/336131947.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/336131947/original.jpg,https://www.inaturalist.org/observations/191590557,2012-02-04T12:59:00-05:00,Alan Dahl,-0.4132665305,-76.4213721464,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_191680798,336320878,data/sources/inat/images/191680798/336320878.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/336320878/original.jpg,https://www.inaturalist.org/observations/191680798,2012-02-05T08:38:00-05:00,Alan Dahl,-0.5893283246,-76.5864148255,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_192236613,337424050,data/sources/inat/images/192236613/337424050.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/337424050/original.jpg,https://www.inaturalist.org/observations/192236613,2006-01-14,Andrej Funk,7.8929348681,-69.4764027221,inat,Venezuela,cc-by-nc,research
inat,inat_192457139,337854869,data/sources/inat/images/192457139/337854869.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/337854869/original.jpg,https://www.inaturalist.org/observations/192457139,2023-11-27T09:43:00-05:00,danielblanco521,-12.6035011227,-69.0689880161,inat,"Tambopata, PE-MD, PE",cc-by-nc,research
inat,inat_192457139,337854867,data/sources/inat/images/192457139/337854867.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/337854867/original.jpg,https://www.inaturalist.org/observations/192457139,2023-11-27T09:43:00-05:00,danielblanco521,-12.6035011227,-69.0689880161,inat,"Tambopata, PE-MD, PE",cc-by-nc,research
inat,inat_192583107,338108016,data/sources/inat/images/192583107/338108016.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/338108016/original.jpg,https://www.inaturalist.org/observations/192583107,2023-09-05T13:01:00-04:00,Igor Azevedo,-16.336994067,-55.939463937,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_192770022,338482136,data/sources/inat/images/192770022/338482136.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/338482136/original.jpeg,https://www.inaturalist.org/observations/192770022,2020-07-03T15:57:00-04:00,KENNEDY BORGES,-17.3979801229,-56.7021486883,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_192996838,338934855,data/sources/inat/images/192996838/338934855.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/338934855/original.jpg,https://www.inaturalist.org/observations/192996838,2023-11-12T21:37:00-05:00,GabrielRodríguezOvalle,3.8276512089,-67.9161762404,inat,Colombia,cc-by-nc,research
inat,inat_193342146,339628680,data/sources/inat/images/193342146/339628680.jpeg,https://static.inaturalist.org/photos/339628680/original.jpeg,https://www.inaturalist.org/observations/193342146,2023-12-07T08:26:33-04:00,Joan Davis,-9.4076017673,-54.8489074497,inat,"Mato Grosso, BR",,research
inat,inat_193342146,339628694,data/sources/inat/images/193342146/339628694.jpeg,https://static.inaturalist.org/photos/339628694/original.jpeg,https://www.inaturalist.org/observations/193342146,2023-12-07T08:26:33-04:00,Joan Davis,-9.4076017673,-54.8489074497,inat,"Mato Grosso, BR",,research
inat,inat_193342146,339628719,data/sources/inat/images/193342146/339628719.jpeg,https://static.inaturalist.org/photos/339628719/original.jpeg,https://www.inaturalist.org/observations/193342146,2023-12-07T08:26:33-04:00,Joan Davis,-9.4076017673,-54.8489074497,inat,"Mato Grosso, BR",,research
inat,inat_193417879,339770657,data/sources/inat/images/193417879/339770657.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/339770657/original.jpg,https://www.inaturalist.org/observations/193417879,2008-02-17,Andrej Funk,7.868590885,-69.5418639335,inat,Venezuela,cc-by-nc,research
inat,inat_193417879,339774466,data/sources/inat/images/193417879/339774466.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/339774466/original.jpg,https://www.inaturalist.org/observations/193417879,2008-02-17,Andrej Funk,7.868590885,-69.5418639335,inat,Venezuela,cc-by-nc,research
inat,inat_194176730,341247772,data/sources/inat/images/194176730/341247772.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/341247772/original.jpg,https://www.inaturalist.org/observations/194176730,2023-10-01T08:21:00-05:00,jidean,-11.8345085991,-71.3610543434,inat,"Manu, PE-MD-MU, PE-MD, PE",cc-by-nc,research
inat,inat_194176730,341247773,data/sources/inat/images/194176730/341247773.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/341247773/original.jpg,https://www.inaturalist.org/observations/194176730,2023-10-01T08:21:00-05:00,jidean,-11.8345085991,-71.3610543434,inat,"Manu, PE-MD-MU, PE-MD, PE",cc-by-nc,research
inat,inat_194176730,341247774,data/sources/inat/images/194176730/341247774.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/341247774/original.jpg,https://www.inaturalist.org/observations/194176730,2023-10-01T08:21:00-05:00,jidean,-11.8345085991,-71.3610543434,inat,"Manu, PE-MD-MU, PE-MD, PE",cc-by-nc,research
inat,inat_194176730,341247781,data/sources/inat/images/194176730/341247781.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/341247781/original.jpg,https://www.inaturalist.org/observations/194176730,2023-10-01T08:21:00-05:00,jidean,-11.8345085991,-71.3610543434,inat,"Manu, PE-MD-MU, PE-MD, PE",cc-by-nc,research
inat,inat_194176730,341247782,data/sources/inat/images/194176730/341247782.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/341247782/original.jpg,https://www.inaturalist.org/observations/194176730,2023-10-01T08:21:00-05:00,jidean,-11.8345085991,-71.3610543434,inat,"Manu, PE-MD-MU, PE-MD, PE",cc-by-nc,research
inat,inat_194176730,341247783,data/sources/inat/images/194176730/341247783.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/341247783/original.jpg,https://www.inaturalist.org/observations/194176730,2023-10-01T08:21:00-05:00,jidean,-11.8345085991,-71.3610543434,inat,"Manu, PE-MD-MU, PE-MD, PE",cc-by-nc,research
inat,inat_194312257,341524418,data/sources/inat/images/194312257/341524418.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/341524418/original.jpeg,https://www.inaturalist.org/observations/194312257,2023-11-16T11:53:00-05:00,James Telford,-0.3177883961,-75.9817882415,inat,"Sucumbios, EC",cc-by,research
inat,inat_194488946,341882758,data/sources/inat/images/194488946/341882758.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/341882758/original.jpg,https://www.inaturalist.org/observations/194488946,2023-12-06T23:36:00-08:00,martinez_maxwell,,,inat,,cc-by-nc,casual
inat,inat_194570465,342050821,data/sources/inat/images/194570465/342050821.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/342050821/original.jpg,https://www.inaturalist.org/observations/194570465,2010-08-13T09:26:00-04:00,kiniroesler,-9.741485791,-55.8737731884,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_194592881,342094122,data/sources/inat/images/194592881/342094122.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/342094122/original.jpeg,https://www.inaturalist.org/observations/194592881,2023-12-17T14:00:36-03:00,quyquyx,5.3370253267,-56.7810235548,inat,Suriname,cc-by-nc,research
inat,inat_194592881,342094130,data/sources/inat/images/194592881/342094130.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/342094130/original.jpeg,https://www.inaturalist.org/observations/194592881,2023-12-17T14:00:36-03:00,quyquyx,5.3370253267,-56.7810235548,inat,Suriname,cc-by-nc,research
inat,inat_194592881,342094143,data/sources/inat/images/194592881/342094143.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/342094143/original.jpeg,https://www.inaturalist.org/observations/194592881,2023-12-17T14:00:36-03:00,quyquyx,5.3370253267,-56.7810235548,inat,Suriname,cc-by-nc,research
inat,inat_194898641,342720988,data/sources/inat/images/194898641/342720988.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/342720988/original.jpg,https://www.inaturalist.org/observations/194898641,2023-08-16T10:15:00-04:00,Antonio Rodriguez Sinovas,-17.3256867087,-56.7685144817,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_194898641,342720985,data/sources/inat/images/194898641/342720985.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/342720985/original.jpg,https://www.inaturalist.org/observations/194898641,2023-08-16T10:15:00-04:00,Antonio Rodriguez Sinovas,-17.3256867087,-56.7685144817,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_194898641,342720979,data/sources/inat/images/194898641/342720979.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/342720979/original.jpg,https://www.inaturalist.org/observations/194898641,2023-08-16T10:15:00-04:00,Antonio Rodriguez Sinovas,-17.3256867087,-56.7685144817,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_194898641,342721068,data/sources/inat/images/194898641/342721068.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/342721068/original.jpg,https://www.inaturalist.org/observations/194898641,2023-08-16T10:15:00-04:00,Antonio Rodriguez Sinovas,-17.3256867087,-56.7685144817,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_194898641,342721064,data/sources/inat/images/194898641/342721064.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/342721064/original.jpg,https://www.inaturalist.org/observations/194898641,2023-08-16T10:15:00-04:00,Antonio Rodriguez Sinovas,-17.3256867087,-56.7685144817,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_194898641,342721057,data/sources/inat/images/194898641/342721057.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/342721057/original.jpg,https://www.inaturalist.org/observations/194898641,2023-08-16T10:15:00-04:00,Antonio Rodriguez Sinovas,-17.3256867087,-56.7685144817,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_194898641,342721114,data/sources/inat/images/194898641/342721114.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/342721114/original.jpg,https://www.inaturalist.org/observations/194898641,2023-08-16T10:15:00-04:00,Antonio Rodriguez Sinovas,-17.3256867087,-56.7685144817,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_194898641,342722183,data/sources/inat/images/194898641/342722183.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/342722183/original.jpg,https://www.inaturalist.org/observations/194898641,2023-08-16T10:15:00-04:00,Antonio Rodriguez Sinovas,-17.3256867087,-56.7685144817,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_194898641,342722192,data/sources/inat/images/194898641/342722192.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/342722192/original.jpg,https://www.inaturalist.org/observations/194898641,2023-08-16T10:15:00-04:00,Antonio Rodriguez Sinovas,-17.3256867087,-56.7685144817,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_194898641,342722205,data/sources/inat/images/194898641/342722205.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/342722205/original.jpg,https://www.inaturalist.org/observations/194898641,2023-08-16T10:15:00-04:00,Antonio Rodriguez Sinovas,-17.3256867087,-56.7685144817,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_194898641,342722209,data/sources/inat/images/194898641/342722209.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/342722209/original.jpg,https://www.inaturalist.org/observations/194898641,2023-08-16T10:15:00-04:00,Antonio Rodriguez Sinovas,-17.3256867087,-56.7685144817,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_195280079,343503512,data/sources/inat/images/195280079/343503512.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/343503512/original.jpg,https://www.inaturalist.org/observations/195280079,2023-04-06T17:13:00-05:00,Niels Poul Dreyer,5.3218924179,-70.9833870906,inat,"Casanare, CO",cc-by-nc,research
inat,inat_195660220,344272945,data/sources/inat/images/195660220/344272945.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/344272945/original.jpg,https://www.inaturalist.org/observations/195660220,2016-09-18T14:08:00-04:00,Alan Dahl,-17.4876416323,-56.7317148654,inat,Brazil,cc-by-nc-nd,research
inat,inat_195660248,344272981,data/sources/inat/images/195660248/344272981.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/344272981/original.jpg,https://www.inaturalist.org/observations/195660248,2016-09-19T10:17:00-04:00,Alan Dahl,-17.4800973134,-56.6248431742,inat,Brazil,cc-by-nc-nd,research
inat,inat_195660253,344272988,data/sources/inat/images/195660253/344272988.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/344272988/original.jpg,https://www.inaturalist.org/observations/195660253,2016-09-19T10:44:00-04:00,Alan Dahl,-17.5709499493,-56.7001629858,inat,Brazil,cc-by-nc-nd,research
inat,inat_195660269,344273005,data/sources/inat/images/195660269/344273005.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/344273005/original.jpg,https://www.inaturalist.org/observations/195660269,2016-09-19T13:12:00-04:00,Alan Dahl,-17.4622330512,-56.6454417142,inat,Brazil,cc-by-nc-nd,research
inat,inat_195660326,344273060,data/sources/inat/images/195660326/344273060.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/344273060/original.jpg,https://www.inaturalist.org/observations/195660326,2016-09-20T09:14:00-04:00,Alan Dahl,-17.4001533241,-56.6480627028,inat,Brazil,cc-by-nc-nd,research
inat,inat_195660393,344273185,data/sources/inat/images/195660393/344273185.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/344273185/original.jpg,https://www.inaturalist.org/observations/195660393,2016-09-22T12:23:00-04:00,Alan Dahl,-17.3568054602,-56.6366400322,inat,Brazil,cc-by-nc-nd,research
inat,inat_196048328,345055412,data/sources/inat/images/196048328/345055412.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/345055412/original.jpeg,https://www.inaturalist.org/observations/196048328,2023-10-20T09:53:00-04:00,Victoria Ho,-17.2913314891,-56.7034424953,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_196048328,345055429,data/sources/inat/images/196048328/345055429.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/345055429/original.jpeg,https://www.inaturalist.org/observations/196048328,2023-10-20T09:53:00-04:00,Victoria Ho,-17.2913314891,-56.7034424953,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_196048328,345055454,data/sources/inat/images/196048328/345055454.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/345055454/original.jpeg,https://www.inaturalist.org/observations/196048328,2023-10-20T09:53:00-04:00,Victoria Ho,-17.2913314891,-56.7034424953,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_196281684,345523743,data/sources/inat/images/196281684/345523743.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/345523743/original.jpg,https://www.inaturalist.org/observations/196281684,2024-01-10T10:42:11-05:00,nathancalvino,28.287037083,-80.6401694416,inat,"Brevard County, US-FL, US",cc-by-nc,casual
