source,encounter_id,photo_id,image_path,image_url,page_url,observed_at,observer,latitude,longitude,location_source,locality,license,quality_grade
inat,inat_216316914,382556563,data/sources/inat/images/216316914/382556563.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556563/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216316914,382556571,data/sources/inat/images/216316914/382556571.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556571/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216316914,382556573,data/sources/inat/images/216316914/382556573.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556573/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216316914,382556609,data/sources/inat/images/216316914/382556609.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556609/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216316914,382556605,data/sources/inat/images/216316914/382556605.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556605/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216316914,382556611,data/sources/inat/images/216316914/382556611.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556611/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216316914,382556841,data/sources/inat/images/216316914/382556841.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556841/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216316914,382556848,data/sources/inat/images/216316914/382556848.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556848/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216316914,382556851,data/sources/inat/images/216316914/382556851.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556851/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216316914,382556853,data/sources/inat/images/216316914/382556853.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556853/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216316914,382556858,data/sources/inat/images/216316914/382556858.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556858/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216316914,382556869,data/sources/inat/images/216316914/382556869.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556869/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216316914,382556884,data/sources/inat/images/216316914/382556884.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382556884/original.jpeg,https://www.inaturalist.org/observations/216316914,2024-05-16T13:27:00-04:00,imareallygoodphotographer,39.9675575335,-75.0960425188,inat,"Pennsylvania, US",cc-by-nc,casual
inat,inat_216421059,382750708,data/sources/inat/images/216421059/382750708.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/382750708/original.jpg,https://www.inaturalist.org/observations/216421059,2017-06-23T12:09:00-04:00,Lindolfo Souto,-20.5889514136,-55.7814781494,inat,"Mato Grosso do Sul, BR",cc-by,research
inat,inat_216432915,382774610,data/sources/inat/images/216432915/382774610.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382774610/original.jpeg,https://www.inaturalist.org/observations/216432915,2024-05-17T20:40:00-05:00,Croftylock,-0.4526609176,-76.4440851789,inat,"Orellana, EC-OR, EC",cc-by-nc,research
inat,inat_216574960,483874601,data/sources/inat/images/216574960/483874601.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/483874601/original.jpg,https://www.inaturalist.org/observations/216574960,2024-05-18T09:55:00-05:00,Hubert Szczygieł,-12.5347029071,-70.0687748698,inat,"Madre de Dios, PE",cc-by-nc,research
inat,inat_216574960,483874603,data/sources/inat/images/216574960/483874603.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/483874603/original.jpg,https://www.inaturalist.org/observations/216574960,2024-05-18T09:55:00-05:00,Hubert Szczygieł,-12.5347029071,-70.0687748698,inat,"Madre de Dios, PE",cc-by-nc,research
inat,inat_216574960,483874607,data/sources/inat/images/216574960/483874607.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/483874607/original.jpg,https://www.inaturalist.org/observations/216574960,2024-05-18T09:55:00-05:00,Hubert Szczygieł,-12.5347029071,-70.0687748698,inat,"Madre de Dios, PE",cc-by-nc,research
inat,inat_216574960,483874608,data/sources/inat/images/216574960/483874608.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/483874608/original.jpg,https://www.inaturalist.org/observations/216574960,2024-05-18T09:55:00-05:00,Hubert Szczygieł,-12.5347029071,-70.0687748698,inat,"Madre de Dios, PE",cc-by-nc,research
inat,inat_216574960,483874615,data/sources/inat/images/216574960/483874615.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/483874615/original.jpg,https://www.inaturalist.org/observations/216574960,2024-05-18T09:55:00-05:00,Hubert Szczygieł,-12.5347029071,-70.0687748698,inat,"Madre de Dios, PE",cc-by-nc,research
inat,inat_217535262,384843876,data/sources/inat/images/217535262/384843876.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/384843876/original.jpg,https://www.inaturalist.org/observations/217535262,2015-04-21T14:54:00-04:00,Nereston (Nelinho) Camargo,-16.2695839556,-56.6069443529,inat,"Poconé, BR-MT, BR",cc-by-nc,research
inat,inat_217738698,385225671,data/sources/inat/images/217738698/385225671.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/385225671/original.jpeg,https://www.inaturalist.org/observations/217738698,2017-09-07T10:48:00-04:00,R Vasconcellos,-18.6824550071,-57.1290997429,inat,"Corumbá, BR-MS, BR",cc-by,research
inat,inat_217765573,385272954,data/sources/inat/images/217765573/385272954.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/385272954/original.jpg,https://www.inaturalist.org/observations/217765573,2024-05-23T20:39:00-04:00,Manuel R Popp,-1.5956824818,-59.8555695234,inat,"Presidente Figueiredo, BR-AM, BR",cc-by,research
inat,inat_217765573,385272997,data/sources/inat/images/217765573/385272997.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/385272997/original.jpeg,https://www.inaturalist.org/observations/217765573,2024-05-23T20:39:00-04:00,Manuel R Popp,-1.5956824818,-59.8555695234,inat,"Presidente Figueiredo, BR-AM, BR",cc-by,research
inat,inat_217765573,385273348,data/sources/inat/images/217765573/385273348.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/385273348/original.jpeg,https://www.inaturalist.org/observations/217765573,2024-05-23T20:39:00-04:00,Manuel R Popp,-1.5956824818,-59.8555695234,inat,"Presidente Figueiredo, BR-AM, BR",cc-by,research
inat,inat_218030926,385779679,data/sources/inat/images/218030926/385779679.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/385779679/original.jpeg,https://www.inaturalist.org/observations/218030926,2024-05-24T21:25:08-05:00,lauwildlife,-12.469136472,-69.1298978643,inat,"Tambopata, PE-MD, PE",cc-by-nc,research
inat,inat_218030926,385779738,data/sources/inat/images/218030926/385779738.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/385779738/original.jpeg,https://www.inaturalist.org/observations/218030926,2024-05-24T21:25:08-05:00,lauwildlife,-12.469136472,-69.1298978643,inat,"Tambopata, PE-MD, PE",cc-by-nc,research
inat,inat_218202323,386094322,data/sources/inat/images/218202323/386094322.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/386094322/original.jpeg,https://www.inaturalist.org/observations/218202323,2022-10-26T22:09:00-05:00,canapro_ambiental,6.0675371315,-67.6403439306,inat,Colombia,cc-by-nc,research
inat,inat_218908275,387414619,data/sources/inat/images/218908275/387414619.jpeg,https://static.inaturalist.org/photos/387414619/original.jpeg,https://www.inaturalist.org/observations/218908275,2024-05-04T09:12:32-04:00,Pabloks Gómez,,,inat,,,casual
inat,inat_218934199,387462298,data/sources/inat/images/218934199/387462298.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/387462298/original.jpeg,https://www.inaturalist.org/observations/218934199,2024-03-25T23:01:43-05:00,Ben,-12.5593010663,-70.1134872613,inat,"Madre de Dios, PE",cc-by-nc,research
inat,inat_219125987,387823631,data/sources/inat/images/219125987/387823631.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/387823631/original.jpg,https://www.inaturalist.org/observations/219125987,2024-05-19T08:29:00-05:00,wanderingstew,-11.9547813697,-71.3828208181,inat,"Manu, PE-MD-MU, PE-MD, PE",cc-by-nc,research
inat,inat_219329717,388205901,data/sources/inat/images/219329717/388205901.jpeg,https://static.inaturalist.org/photos/388205901/original.jpeg,https://www.inaturalist.org/observations/219329717,2023-09-13T21:01:48-04:00,Henry Sandi Amador,-17.2102516953,-56.7159683596,inat,"Poconé, BR-MT, BR",,research
inat,inat_219583849,388676988,data/sources/inat/images/219583849/388676988.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/388676988/original.jpeg,https://www.inaturalist.org/observations/219583849,2024-05-04T12:37:00-03:00,Maël Lemaitre,3.2288316488,-54.0909022801,inat,,cc-by-nc,research
inat,inat_219583849,388676997,data/sources/inat/images/219583849/388676997.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/388676997/original.jpeg,https://www.inaturalist.org/observations/219583849,2024-05-04T12:37:00-03:00,Maël Lemaitre,3.2288316488,-54.0909022801,inat,,cc-by-nc,research
inat,inat_219654489,388813079,data/sources/inat/images/219654489/388813079.jpeg,https://static.inaturalist.org/photos/388813079/original.jpeg,https://www.inaturalist.org/observations/219654489,2024-05-31T08:45:04-05:00,Conrad H.J. Tolsma,-12.6217524342,-69.0402061586,inat,"Tambopata, PE-MD, PE",,research
inat,inat_219682068,388865203,data/sources/inat/images/219682068/388865203.jpeg,https://static.inaturalist.org/photos/388865203/original.jpeg,https://www.inaturalist.org/observations/219682068,2019-05-28T07:12:00-04:00,gabriel GSG,-19.4114124301,-57.1080899955,inat,"Corumbá, BR-MS, BR",,research
inat,inat_220063684,389572486,data/sources/inat/images/220063684/389572486.jpg,https://static.inaturalist.org/photos/389572486/original.jpg,https://www.inaturalist.org/observations/220063684,2023-08-09T06:50:00-03:00,Jessica dos Anjos,-4.5500727025,-53.6105359399,inat,"Altamira, BR-PA, BR",,research
inat,inat_220063685,389572494,data/sources/inat/images/220063685/389572494.jpg,https://static.inaturalist.org/photos/389572494/original.jpg,https://www.inaturalist.org/observations/220063685,2023-08-09T13:24:00-03:00,Jessica dos Anjos,-4.5646627118,-53.6314388732,inat,"Altamira, BR-PA, BR",,research
inat,inat_221222523,391756473,data/sources/inat/images/221222523/391756473.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/391756473/original.jpg,https://www.inaturalist.org/observations/221222523,2018-07-17T19:17:00-05:00,David Rubin,-12.0435294728,-71.0389072509,inat,"Manu, PE-MD, PE",cc-by-nc,research
inat,inat_222070648,393323890,data/sources/inat/images/222070648/393323890.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/393323890/original.jpeg,https://www.inaturalist.org/observations/222070648,2024-04-11T14:05:00-05:00,ethan currens,-0.5605301757,-76.5184376326,inat,"Orellana, EC-OR, EC",cc-by-nc,research
inat,inat_222070648,393323971,data/sources/inat/images/222070648/393323971.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/393323971/original.jpeg,https://www.inaturalist.org/observations/222070648,2024-04-11T14:05:00-05:00,ethan currens,-0.5605301757,-76.5184376326,inat,"Orellana, EC-OR, EC",cc-by-nc,research
inat,inat_222070648,393323977,data/sources/inat/images/222070648/393323977.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/393323977/original.jpeg,https://www.inaturalist.org/observations/222070648,2024-04-11T14:05:00-05:00,ethan currens,-0.5605301757,-76.5184376326,inat,"Orellana, EC-OR, EC",cc-by-nc,research
inat,inat_222070648,393323975,data/sources/inat/images/222070648/393323975.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/393323975/original.jpeg,https://www.inaturalist.org/observations/222070648,2024-04-11T14:05:00-05:00,ethan currens,-0.5605301757,-76.5184376326,inat,"Orellana, EC-OR, EC",cc-by-nc,research
inat,inat_222070648,393324039,data/sources/inat/images/222070648/393324039.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/393324039/original.jpeg,https://www.inaturalist.org/observations/222070648,2024-04-11T14:05:00-05:00,ethan currens,-0.5605301757,-76.5184376326,inat,"Orellana, EC-OR, EC",cc-by-nc,research
inat,inat_222070648,393324016,data/sources/inat/images/222070648/393324016.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/393324016/original.jpeg,https://www.inaturalist.org/observations/222070648,2024-04-11T14:05:00-05:00,ethan currens,-0.5605301757,-76.5184376326,inat,"Orellana, EC-OR, EC",cc-by-nc,research
inat,inat_222170655,393523345,data/sources/inat/images/222170655/393523345.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/393523345/original.jpg,https://www.inaturalist.org/observations/222170655,2024-05-12T09:30:00-05:00,cgoodfel,-12.6643544374,-69.1647393564,inat,"Tambopata, PE-MD, PE",cc-by-nc,research
inat,inat_222170655,393523381,data/sources/inat/images/222170655/393523381.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/393523381/original.jpg,https://www.inaturalist.org/observations/222170655,2024-05-12T09:30:00-05:00,cgoodfel,-12.6643544374,-69.1647393564,inat,"Tambopata, PE-MD, PE",cc-by-nc,research
inat,inat_222170655,393523370,data/sources/inat/images/222170655/393523370.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/393523370/original.jpg,https://www.inaturalist.org/observations/222170655,2024-05-12T09:30:00-05:00,cgoodfel,-12.6643544374,-69.1647393564,inat,"Tambopata, PE-MD, PE",cc-by-nc,research
inat,inat_222170655,393523358,data/sources/inat/images/222170655/393523358.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/393523358/original.jpg,https://www.inaturalist.org/observations/222170655,2024-05-12T09:30:00-05:00,cgoodfel,-12.6643544374,-69.1647393564,inat,"Tambopata, PE-MD, PE",cc-by-nc,research
inat,inat_222170655,393523335,data/sources/inat/images/222170655/393523335.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/393523335/original.jpg,https://www.inaturalist.org/observations/222170655,2024-05-12T09:30:00-05:00,cgoodfel,-12.6643544374,-69.1647393564,inat,"Tambopata, PE-MD, PE",cc-by-nc,research
inat,inat_222170655,393523391,data/sources/inat/images/222170655/393523391.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/393523391/original.jpg,https://www.inaturalist.org/observations/222170655,2024-05-12T09:30:00-05:00,cgoodfel,-12.6643544374,-69.1647393564,inat,"Tambopata, PE-MD, PE",cc-by-nc,research
inat,inat_222707283,394529362,data/sources/inat/images/222707283/394529362.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/394529362/original.jpg,https://www.inaturalist.org/observations/222707283,2023-10-07T17:08:55-03:00,thewildgtrv,5.715111967,-56.6685182307,inat,Suriname,cc-by-nc,research
inat,inat_222829733,394759721,data/sources/inat/images/222829733/394759721.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/394759721/original.jpeg,https://www.inaturalist.org/observations/222829733,2015-08-09T16:11:00-04:00,thewildgtrv,-17.3326008024,-56.665640735,inat,"Mato Grosso, BR",cc-by-nc,research
inat,inat_223408008,395845494,data/sources/inat/images/223408008/395845494.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/395845494/original.jpeg,https://www.inaturalist.org/observations/223408008,2024-06-15T15:30:00-03:00,christian marty,4.8226538366,-52.515903751,inat,"Cayenne, GF",cc-by-nc,needs_id
inat,inat_223408158,395846020,data/sources/inat/images/223408158/395846020.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/395846020/original.jpeg,https://www.inaturalist.org/observations/223408158,2024-06-15T14:58:00-03:00,christian marty,4.89976498,-52.5533588511,inat,"Cayenne, GF",cc-by-nc,research
inat,inat_223658011,396318682,data/sources/inat/images/223658011/396318682.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/396318682/original.jpg,https://www.inaturalist.org/observations/223658011,2007-08-18T14:30:00-04:00,tom quinney,-3.0846714006,-60.0631828069,inat,"Maués, BR-AM, BR",cc-by-nc,casual
inat,inat_224020782,396990707,data/sources/inat/images/224020782/396990707.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/396990707/original.jpg,https://www.inaturalist.org/observations/224020782,2024-05-02T15:21:00-04:00,Tomaz Nascimento de Melo,-20.3978822632,-56.5753813209,inat,"Miranda, BR-MS, BR",cc-by-nc-nd,research
inat,inat_225039958,398939508,data/sources/inat/images/225039958/398939508.jpeg,https://static.inaturalist.org/photos/398939508/original.jpeg,https://www.inaturalist.org/observations/225039958,2024-06-24T08:20:23-04:00,Matt Boyle,-19.4144971404,-57.1130936368,inat,"Corumbá, BR-MS, BR",,research
inat,inat_225039958,398939540,data/sources/inat/images/225039958/398939540.jpeg,https://static.inaturalist.org/photos/398939540/original.jpeg,https://www.inaturalist.org/observations/225039958,2024-06-24T08:20:23-04:00,Matt Boyle,-19.4144971404,-57.1130936368,inat,"Corumbá, BR-MS, BR",,research
inat,inat_225039958,398939566,data/sources/inat/images/225039958/398939566.jpeg,https://static.inaturalist.org/photos/398939566/original.jpeg,https://www.inaturalist.org/observations/225039958,2024-06-24T08:20:23-04:00,Matt Boyle,-19.4144971404,-57.1130936368,inat,"Corumbá, BR-MS, BR",,research
inat,inat_225039958,398939609,data/sources/inat/images/225039958/398939609.jpeg,https://static.inaturalist.org/photos/398939609/original.jpeg,https://www.inaturalist.org/observations/225039958,2024-06-24T08:20:23-04:00,Matt Boyle,-19.4144971404,-57.1130936368,inat,"Corumbá, BR-MS, BR",,research
inat,inat_225605676,400010375,data/sources/inat/images/225605676/400010375.png,https://static.inaturalist.org/photos/400010375/original.png,https://www.inaturalist.org/observations/225605676,2024-03-29T00:22:00-05:00,kikitchi,-12.6788666484,-69.030406841,inat,"Tambopata, PE-MD, PE",,research
inat,inat_225605676,400010423,data/sources/inat/images/225605676/400010423.png,https://static.inaturalist.org/photos/400010423/original.png,https://www.inaturalist.org/observations/225605676,2024-03-29T00:22:00-05:00,kikitchi,-12.6788666484,-69.030406841,inat,"Tambopata, PE-MD, PE",,research
inat,inat_226184441,401107447,data/sources/inat/images/226184441/401107447.jpeg,https://static.inaturalist.org/photos/401107447/original.jpeg,https://www.inaturalist.org/observations/226184441,2024-06-29T08:22:45-04:00,Matt Boyle,-17.3093689771,-56.6716151122,inat,"Poconé, BR-MT, BR",,research
inat,inat_226184441,401107502,data/sources/inat/images/226184441/401107502.jpeg,https://static.inaturalist.org/photos/401107502/original.jpeg,https://www.inaturalist.org/observations/226184441,2024-06-29T08:22:45-04:00,Matt Boyle,-17.3093689771,-56.6716151122,inat,"Poconé, BR-MT, BR",,research
inat,inat_226184441,401107558,data/sources/inat/images/226184441/401107558.jpeg,https://static.inaturalist.org/photos/401107558/original.jpeg,https://www.inaturalist.org/observations/226184441,2024-06-29T08:22:45-04:00,Matt Boyle,-17.3093689771,-56.6716151122,inat,"Poconé, BR-MT, BR",,research
inat,inat_227262815,403149931,data/sources/inat/images/227262815/403149931.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/403149931/original.jpg,https://www.inaturalist.org/observations/227262815,2024-03-13T11:42:16-07:00,rises_the_moon,34.1655611461,-118.3771655793,inat,"Los Angeles County, US-CA, US",cc-by-nc,casual
inat,inat_227747834,404064612,data/sources/inat/images/227747834/404064612.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/404064612/original.jpeg,https://www.inaturalist.org/observations/227747834,2022-07-13T08:31:00-03:00,Daniel PINELLI,5.0022460247,-53.1558787864,inat,"Cayenne, GF",cc-by-nc,research
inat,inat_227861090,404276247,data/sources/inat/images/227861090/404276247.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/404276247/original.jpg,https://www.inaturalist.org/observations/227861090,2014-01-28T08:54:00-05:00,Paul Kingsnorth,-0.4687271859,-76.4251575027,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_227861090,404276324,data/sources/inat/images/227861090/404276324.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/404276324/original.jpg,https://www.inaturalist.org/observations/227861090,2014-01-28T08:54:00-05:00,Paul Kingsnorth,-0.4687271859,-76.4251575027,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_227861090,404276322,data/sources/inat/images/227861090/404276322.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/404276322/original.jpg,https://www.inaturalist.org/observations/227861090,2014-01-28T08:54:00-05:00,Paul Kingsnorth,-0.4687271859,-76.4251575027,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_227880357,404308778,data/sources/inat/images/227880357/404308778.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/404308778/original.jpeg,https://www.inaturalist.org/observations/227880357,2024-06-29T08:17:00-04:00,Rich Hoyer,-17.2081459273,-56.6792035658,inat,"Mato Grosso, BR",cc-by-nc-sa,research
inat,inat_227880357,404308784,data/sources/inat/images/227880357/404308784.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/404308784/original.jpeg,https://www.inaturalist.org/observations/227880357,2024-06-29T08:17:00-04:00,Rich Hoyer,-17.2081459273,-56.6792035658,inat,"Mato Grosso, BR",cc-by-nc-sa,research
inat,inat_227880374,404308895,data/sources/inat/images/227880374/404308895.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/404308895/original.jpeg,https://www.inaturalist.org/observations/227880374,2024-06-29T15:50:00-04:00,Rich Hoyer,-17.4343514237,-56.9333282069,inat,"Corumbá, BR-MS, BR",cc-by-nc-sa,research
inat,inat_227880374,404308907,data/sources/inat/images/227880374/404308907.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/404308907/original.jpeg,https://www.inaturalist.org/observations/227880374,2024-06-29T15:50:00-04:00,Rich Hoyer,-17.4343514237,-56.9333282069,inat,"Corumbá, BR-MS, BR",cc-by-nc-sa,research
inat,inat_228264931,405042446,data/sources/inat/images/228264931/405042446.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/405042446/original.jpg,https://www.inaturalist.org/observations/228264931,2014-01-28T08:46:00-05:00,Paul Kingsnorth,-0.406678717,-76.5670697883,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_228312769,405134560,data/sources/inat/images/228312769/405134560.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/405134560/original.jpeg,https://www.inaturalist.org/observations/228312769,2022-01-28T03:22:00-05:00,Mónica Páez Vásquez,4.6598653147,-67.852496286,inat,Venezuela,cc-by-nc,research
inat,inat_228465661,405421675,data/sources/inat/images/228465661/405421675.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/405421675/original.jpg,https://www.inaturalist.org/observations/228465661,2014-01-28T07:31:00-05:00,Paul Kingsnorth,-0.423600301,-76.4336745842,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_228465661,405421702,data/sources/inat/images/228465661/405421702.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/405421702/original.jpg,https://www.inaturalist.org/observations/228465661,2014-01-28T07:31:00-05:00,Paul Kingsnorth,-0.423600301,-76.4336745842,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_228465661,405421788,data/sources/inat/images/228465661/405421788.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/405421788/original.jpg,https://www.inaturalist.org/observations/228465661,2014-01-28T07:31:00-05:00,Paul Kingsnorth,-0.423600301,-76.4336745842,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_228465661,405421794,data/sources/inat/images/228465661/405421794.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/405421794/original.jpg,https://www.inaturalist.org/observations/228465661,2014-01-28T07:31:00-05:00,Paul Kingsnorth,-0.423600301,-76.4336745842,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_228618759,405712469,data/sources/inat/images/228618759/405712469.png,https://inaturalist-open-data.s3.amazonaws.com/photos/405712469/original.png,https://www.inaturalist.org/observations/228618759,1999-07-23T09:18:00-05:00,Kyle Van Houtan,-13.1007196959,-69.7167704673,inat,Peru,cc-by,needs_id
inat,inat_228618759,405712440,data/sources/inat/images/228618759/405712440.png,https://inaturalist-open-data.s3.amazonaws.com/photos/405712440/original.png,https://www.inaturalist.org/observations/228618759,1999-07-23T09:18:00-05:00,Kyle Van Houtan,-13.1007196959,-69.7167704673,inat,Peru,cc-by,needs_id
inat,inat_228618759,405712449,data/sources/inat/images/228618759/405712449.png,https://inaturalist-open-data.s3.amazonaws.com/photos/405712449/original.png,https://www.inaturalist.org/observations/228618759,1999-07-23T09:18:00-05:00,Kyle Van Houtan,-13.1007196959,-69.7167704673,inat,Peru,cc-by,needs_id
inat,inat_228618759,405712446,data/sources/inat/images/228618759/405712446.png,https://inaturalist-open-data.s3.amazonaws.com/photos/405712446/original.png,https://www.inaturalist.org/observations/228618759,1999-07-23T09:18:00-05:00,Kyle Van Houtan,-13.1007196959,-69.7167704673,inat,Peru,cc-by,needs_id
inat,inat_228663495,405797194,data/sources/inat/images/228663495/405797194.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/405797194/original.jpg,https://www.inaturalist.org/observations/228663495,2014-01-28T08:53:00-05:00,Paul Kingsnorth,-0.4471202359,-76.5867349891,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_228663495,405797213,data/sources/inat/images/228663495/405797213.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/405797213/original.jpg,https://www.inaturalist.org/observations/228663495,2014-01-28T08:53:00-05:00,Paul Kingsnorth,-0.4471202359,-76.5867349891,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
inat,inat_228663495,405797221,data/sources/inat/images/228663495/405797221.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/405797221/original.jpg,https://www.inaturalist.org/observations/228663495,2014-01-28T08:53:00-05:00,Paul Kingsnorth,-0.4471202359,-76.5867349891,inat,"Orellana, EC-OR, EC",cc-by-nc-nd,research
